,query,ground_truth,response
179,"The following given embeddings correspond to ""standing"": [[-23.319937, 24.429234], [-21.13451, 26.509352], [-28.676098, 18.920332]], and the following given embeddings correspond to ""stair up"": [[33.702686, 11.729437], [44.560284, -7.762913], [3.0752075, 19.98676]]; classify the embedding [-21.74448,31.736048] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,"""Standing"""
180,"The following given embeddings correspond to ""standing"": [[-20.616777, 23.502087], [-29.272154, -35.466084], [-28.530247, 21.121508]], and the following given embeddings correspond to ""stair up"": [[20.885317, -21.45519], [41.001255, -18.49138], [7.028673, 3.008803]]; classify the embedding [-19.172318,31.74975] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
181,"The following given embeddings correspond to ""standing"": [[-8.68862, -33.37344], [-9.717875, -30.240656], [-21.74448, 31.736048]], and the following given embeddings correspond to ""stair up"": [[25.459555, -12.964027], [16.596973, 26.183455], [-1.0560057, -8.793349]]; classify the embedding [-9.35168,-34.95437] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
182,"The following given embeddings correspond to ""standing"": [[-39.46669, -41.11227], [-25.167255, -40.962246], [-23.978436, 23.699535]], and the following given embeddings correspond to ""stair up"": [[-1.1494025, -9.705397], [36.665783, -11.909429], [20.691433, -18.2325]]; classify the embedding [-6.620418,-32.712082] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,"""Standing"""
183,"The following given embeddings correspond to ""standing"": [[-26.198418, -39.30225], [-52.233852, 5.672606], [-12.137833, -30.303305]], and the following given embeddings correspond to ""stair up"": [[25.539883, -3.1509593], [11.65914, 22.613447], [39.00806, -25.696661]]; classify the embedding [-6.8523026,-30.806229] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,standing
184,"The following given embeddings correspond to ""standing"": [[-8.279873, -33.03706], [-7.445587, -31.76679], [-12.598958, -35.524036]], and the following given embeddings correspond to ""stair up"": [[19.98892, -20.497347], [2.012151, 11.702464], [3.0752075, 19.98676]]; classify the embedding [-19.30787,31.8627] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Standing,Standing
185,"The following given embeddings correspond to ""standing"": [[-13.694899, -31.597347], [-38.181717, -39.814083], [-39.83051, -38.582863]], and the following given embeddings correspond to ""stair up"": [[5.977634, -14.840569], [17.739538, -17.871233], [24.081192, 23.833672]]; classify the embedding [13.555811,16.898247] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
186,"The following given embeddings correspond to ""standing"": [[-31.075974, -35.83517], [-21.02702, 27.065313], [-18.660618, 28.80771]], and the following given embeddings correspond to ""stair up"": [[30.401472, -9.186371], [40.654778, 0.52862954], [5.5091996, 0.9072939]]; classify the embedding [13.559599,-0.12257339] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
187,"The following given embeddings correspond to ""standing"": [[-8.68862, -33.37344], [-31.692263, -36.4899], [-21.776567, 30.582642]], and the following given embeddings correspond to ""stair up"": [[18.196587, 13.198695], [3.5114367, 20.462387], [27.152077, -14.225984]]; classify the embedding [10.990906,2.7892854] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""Stair up"""
188,"The following given embeddings correspond to ""standing"": [[-37.617256, 41.16189], [-21.13451, 26.509352], [-25.919884, 19.552189]], and the following given embeddings correspond to ""stair up"": [[-4.300821, -25.905275], [13.527285, 2.749957], [19.019701, 35.18033]]; classify the embedding [26.126974,-17.354301] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""Stair up"""
189,"The following given embeddings correspond to ""standing"": [[-0.66004646, -10.036105], [7.6528864, -21.294779], [-8.68862, -33.37344]], and the following given embeddings correspond to ""stair up"": [[17.953789, 36.56105], [18.31784, 37.463352], [-14.24023, 28.9247]]; classify the embedding [12.002488,28.602266] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
190,"The following given embeddings correspond to ""standing"": [[-21.438047, 27.785177], [-7.591431, -34.409317], [-20.61751, 32.073887]], and the following given embeddings correspond to ""stair up"": [[20.479557, 11.135391], [41.001255, -18.49138], [47.82384, 3.7728288]]; classify the embedding [9.933993,1.3478351] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
191,"The following given embeddings correspond to ""standing"": [[-23.735264, 21.0865], [-20.61751, 32.073887], [-25.54024, -35.59291]], and the following given embeddings correspond to ""stair up"": [[43.683914, -22.93805], [-1.1494025, -9.705397], [40.663956, 0.7122175]]; classify the embedding [47.706524,0.52147156] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
192,"The following given embeddings correspond to ""standing"": [[-28.001764, 20.41238], [-30.854368, -35.793186], [-29.601162, 21.273127]], and the following given embeddings correspond to ""stair up"": [[31.341864, 2.9701977], [21.045845, 31.713886], [3.9276428, 18.096651]]; classify the embedding [10.718389,-19.807358] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""Stair up"""
193,"The following given embeddings correspond to ""standing"": [[-29.272154, -35.466084], [-32.948868, -39.628254], [11.160281, -1.0739207]], and the following given embeddings correspond to ""stair up"": [[18.31784, 37.463352], [27.921022, 24.78631], [13.531073, -15.652682]]; classify the embedding [15.867692,35.113766] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
194,"The following given embeddings correspond to ""standing"": [[-39.83051, -38.582863], [3.33841, -17.95699], [-31.075974, -35.83517]], and the following given embeddings correspond to ""stair up"": [[24.109423, -1.1897506], [5.5091996, 0.9072939], [3.0752075, 19.98676]]; classify the embedding [3.5114367,20.462387] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
195,"The following given embeddings correspond to ""standing"": [[-25.430544, -39.601], [-52.34581, 25.477982], [-7.911091, -31.276775]], and the following given embeddings correspond to ""stair up"": [[25.459555, -12.964027], [41.945293, 7.5302362], [6.742503, 32.52917]]; classify the embedding [4.1079607,20.375189] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
196,"The following given embeddings correspond to ""standing"": [[-33.20964, -38.65872], [-24.578356, 22.723276], [-21.98961, 21.418867]], and the following given embeddings correspond to ""stair up"": [[13.486004, -15.826681], [13.555811, 16.898247], [17.739538, -17.871233]]; classify the embedding [24.68652,-8.1855] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,stair up
197,"The following given embeddings correspond to ""standing"": [[-35.19139, -39.54705], [-30.775423, -37.911034], [4.363894, -4.8313437]], and the following given embeddings correspond to ""stair up"": [[6.345557, 8.249676], [3.5114367, 20.462387], [18.878283, 30.051878]]; classify the embedding [20.885317,-21.45519] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,standing
198,"The following given embeddings correspond to ""standing"": [[-33.62118, -38.21486], [-10.662023, -33.801434], [-40.386112, -39.175175]], and the following given embeddings correspond to ""stair up"": [[6.6721582, -12.476931], [47.706524, 0.52147156], [44.02058, -1.5012693]]; classify the embedding [18.31784,37.463352] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,standing
199,"The following given embeddings correspond to ""standing"": [[-37.617256, 41.16189], [-8.68862, -33.37344], [-8.279873, -33.03706]], and the following given embeddings correspond to ""stair up"": [[41.945293, 7.5302362], [-14.24023, 28.9247], [21.991917, 19.063772]]; classify the embedding [38.072403,-16.914223] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
200,"The following given embeddings correspond to ""standing"": [[-11.52501, -16.519022], [-1.1018722, -9.133118], [-19.99876, -37.347275]], and the following given embeddings correspond to ""stair up"": [[12.3531885, 3.4315934], [10.718389, -19.807358], [6.919426, 1.0671716]]; classify the embedding [-5.2100997,1.4806976] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,standing
201,"The following given embeddings correspond to ""standing"": [[-11.52501, -16.519022], [-32.948868, -39.628254], [5.4367437, -13.887092]], and the following given embeddings correspond to ""stair up"": [[11.65914, 22.613447], [16.122005, -10.877829], [3.5114367, 20.462387]]; classify the embedding [-1.1494025,-9.705397] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""Standing"""
202,"The following given embeddings correspond to ""standing"": [[-52.95534, 6.5303144], [-25.167255, -40.962246], [-21.549503, 26.956585]], and the following given embeddings correspond to ""stair up"": [[4.9360538, -16.988514], [3.0752075, 19.98676], [21.206789, -6.652453]]; classify the embedding [6.7356405,16.049002] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
203,"The following given embeddings correspond to ""standing"": [[-35.662243, -38.528458], [-41.63086, -38.30084], [-13.984301, -33.868355]], and the following given embeddings correspond to ""stair up"": [[41.001255, -18.49138], [47.31965, -13.505336], [39.00806, -25.696661]]; classify the embedding [-1.0560057,-8.793349] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""Standing"""
204,"The following given embeddings correspond to ""standing"": [[-27.45944, 20.720985], [-23.257185, 23.466589], [-25.204845, 21.647924]], and the following given embeddings correspond to ""stair up"": [[4.0266523, -3.09623], [34.04075, -12.050467], [26.126974, -17.354301]]; classify the embedding [40.663956,0.7122175] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
205,"The following given embeddings correspond to ""standing"": [[-25.54024, -35.59291], [-42.171562, -38.577606], [-10.104916, -31.728168]], and the following given embeddings correspond to ""stair up"": [[16.596973, 26.183455], [41.945293, 7.5302362], [16.122005, -10.877829]]; classify the embedding [7.0875463,6.0087104] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
206,"The following given embeddings correspond to ""standing"": [[-23.978436, 23.699535], [-31.692263, -36.4899], [-6.620418, -32.712082]], and the following given embeddings correspond to ""stair up"": [[11.555765, 40.81091], [47.31965, -13.505336], [40.58735, -5.872638]]; classify the embedding [8.752328,-6.9808493] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""Standing"""
207,"The following given embeddings correspond to ""standing"": [[-20.84728, -37.184902], [-27.784554, 19.729448], [-28.40444, -35.37298]], and the following given embeddings correspond to ""stair up"": [[10.836582, -7.6723824], [25.459555, -12.964027], [7.528552, -21.007896]]; classify the embedding [46.62775,5.964675] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
208,"The following given embeddings correspond to ""standing"": [[-24.978886, -34.90892], [-39.78513, -39.92866], [-29.601162, 21.273127]], and the following given embeddings correspond to ""stair up"": [[13.204205, 5.4178224], [16.361773, -0.80291617], [12.3531885, 3.4315934]]; classify the embedding [18.878283,30.051878] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,standing
209,"The following given embeddings correspond to ""standing"": [[-26.54987, -40.786102], [-22.505987, 22.255135], [-23.257185, 23.466589]], and the following given embeddings correspond to ""stair up"": [[9.56292, -8.280316], [6.7356405, 16.049002], [-1.0560057, -8.793349]]; classify the embedding [11.856708,0.90857875] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
210,"The following given embeddings correspond to ""standing"": [[-21.438047, 27.785177], [-27.784554, 19.729448], [-20.61751, 32.073887]], and the following given embeddings correspond to ""stair up"": [[5.977634, -14.840569], [12.0906925, 6.386444], [14.485247, 38.847866]]; classify the embedding [35.72638,-13.821022] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,stair up
211,"The following given embeddings correspond to ""standing"": [[-25.35191, -41.73096], [-26.586514, 18.53781], [-6.8523026, -30.806229]], and the following given embeddings correspond to ""stair up"": [[38.072403, -16.914223], [-35.282333, 35.167038], [22.176355, -5.051969]]; classify the embedding [24.081192,23.833672] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""Standing"""
212,"The following given embeddings correspond to ""standing"": [[5.4367437, -13.887092], [-12.137833, -30.303305], [-33.62118, -38.21486]], and the following given embeddings correspond to ""stair up"": [[5.1686473, 2.591793], [11.89773, -0.04030553], [25.412079, -9.384235]]; classify the embedding [34.04075,-12.050467] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""Standing"""
213,"The following given embeddings correspond to ""standing"": [[-26.586514, 18.53781], [-21.98961, 21.418867], [-51.593292, 5.3954015]], and the following given embeddings correspond to ""stair up"": [[12.3531885, 3.4315934], [45.736813, -14.830492], [24.451612, -9.475828]]; classify the embedding [27.152077,-14.225984] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
214,"The following given embeddings correspond to ""standing"": [[-24.978886, -34.90892], [-29.157217, -41.81572], [-21.98961, 21.418867]], and the following given embeddings correspond to ""stair up"": [[7.9694858, -7.94125], [11.555765, 40.81091], [12.061411, 6.7784247]]; classify the embedding [18.217604,-20.088728] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
215,"The following given embeddings correspond to ""standing"": [[-42.171562, -38.577606], [-31.692263, -36.4899], [-49.729584, 33.51426]], and the following given embeddings correspond to ""stair up"": [[27.921022, 24.78631], [15.035491, 1.9043641], [4.0266523, -3.09623]]; classify the embedding [20.479557,11.135391] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
216,"The following given embeddings correspond to ""standing"": [[-20.403008, -36.074474], [-49.327396, 6.132187], [-29.500229, -41.412903]], and the following given embeddings correspond to ""stair up"": [[14.295957, 38.26147], [16.361773, -0.80291617], [6.919426, 1.0671716]]; classify the embedding [12.65531,23.166237] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
217,"The following given embeddings correspond to ""standing"": [[-24.978886, -34.90892], [-10.9559145, -33.50496], [-18.788208, 30.507189]], and the following given embeddings correspond to ""stair up"": [[33.702686, 11.729437], [4.631833, 15.199386], [17.739538, -17.871233]]; classify the embedding [20.648222,32.28295] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,standing
218,"The following given embeddings correspond to ""standing"": [[8.449159, 24.43238], [-24.976236, -40.3781], [-30.854368, -35.793186]], and the following given embeddings correspond to ""stair up"": [[20.854103, 0.6787811], [26.126974, -17.354301], [8.733892, 7.6905704]]; classify the embedding [4.631833,15.199386] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,standing
219,"The following given embeddings correspond to ""standing"": [[-6.8523026, -30.806229], [-35.265575, -40.443954], [-19.99876, -37.347275]], and the following given embeddings correspond to ""stair up"": [[12.002488, 28.602266], [12.3531885, 3.4315934], [13.486004, -15.826681]]; classify the embedding [11.65914,22.613447] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
220,"The following given embeddings correspond to ""standing"": [[-23.006474, -37.47579], [-28.196756, 18.014715], [-52.95534, 6.5303144]], and the following given embeddings correspond to ""stair up"": [[17.19334, -17.276665], [4.9716225, 18.156757], [12.002488, 28.602266]]; classify the embedding [40.654778,0.52862954] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,standing
221,"The following given embeddings correspond to ""standing"": [[-52.602043, 5.342504], [-6.620418, -32.712082], [-26.198418, -39.30225]], and the following given embeddings correspond to ""stair up"": [[10.38978, 9.858371], [31.341864, 2.9701977], [51.82558, -14.36656]]; classify the embedding [14.485247,38.847866] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,standing
222,"The following given embeddings correspond to ""standing"": [[-8.251961, -31.620806], [11.160281, -1.0739207], [-8.68862, -33.37344]], and the following given embeddings correspond to ""stair up"": [[3.0752075, 19.98676], [-1.1494025, -9.705397], [34.04075, -12.050467]]; classify the embedding [8.453865,33.595726] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""Stair up"""
223,"The following given embeddings correspond to ""standing"": [[-35.19139, -39.54705], [-24.451117, -35.511772], [-25.773958, -40.417866]], and the following given embeddings correspond to ""stair up"": [[31.398182, -14.384027], [24.451612, -9.475828], [19.326775, 14.253089]]; classify the embedding [35.7757,-4.892875] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
224,"The following given embeddings correspond to ""standing"": [[-20.84728, -37.184902], [-25.919884, 19.552189], [-21.74448, 31.736048]], and the following given embeddings correspond to ""stair up"": [[14.485247, 38.847866], [33.702686, 11.729437], [16.412106, 38.599068]]; classify the embedding [14.125887,-7.7891912] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""Standing"""
225,"The following given embeddings correspond to ""standing"": [[-23.257185, 23.466589], [11.160281, -1.0739207], [-6.8135123, -33.988277]], and the following given embeddings correspond to ""stair up"": [[40.58735, -5.872638], [22.468227, 18.197124], [-19.500103, 21.736265]]; classify the embedding [46.542793,-9.172872] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
226,"The following given embeddings correspond to ""standing"": [[-24.2433, 23.770254], [-28.001764, 20.41238], [-20.543684, 27.15111]], and the following given embeddings correspond to ""stair up"": [[21.619719, 0.461238], [7.028673, 3.008803], [4.9243903, 4.6379333]]; classify the embedding [4.482658,19.320213] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,standing
227,"The following given embeddings correspond to ""standing"": [[-7.4916945, -30.469622], [-39.110786, -39.678566], [-10.9559145, -33.50496]], and the following given embeddings correspond to ""stair up"": [[10.739949, 31.782745], [26.126974, -17.354301], [25.412079, -9.384235]]; classify the embedding [11.555765,40.81091] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
228,"The following given embeddings correspond to ""standing"": [[-19.172318, 31.74975], [-25.430544, -39.601], [-35.662243, -38.528458]], and the following given embeddings correspond to ""stair up"": [[17.311909, 3.9237585], [20.216213, -18.242527], [27.269764, 3.8782601]]; classify the embedding [22.176355,-5.051969] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
229,"The following given embeddings correspond to ""standing"": [[-8.279873, -33.03706], [-42.171562, -38.577606], [-18.660618, 28.80771]], and the following given embeddings correspond to ""stair up"": [[16.122005, -10.877829], [12.65531, 23.166237], [51.82558, -14.36656]]; classify the embedding [43.683914,-22.93805] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,stair up
230,"The following given embeddings correspond to ""standing"": [[-12.68347, -36.345676], [-20.265808, 22.196327], [-26.198418, -39.30225]], and the following given embeddings correspond to ""stair up"": [[32.82308, -5.484282], [46.62775, 5.964675], [27.152077, -14.225984]]; classify the embedding [14.313757,-15.629972] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,standing
231,"The following given embeddings correspond to ""standing"": [[-31.284178, -34.99345], [-25.204845, 21.647924], [-7.2362967, -22.45102]], and the following given embeddings correspond to ""stair up"": [[18.217604, -20.088728], [14.313757, -15.629972], [31.341864, 2.9701977]]; classify the embedding [5.034269,-9.188716] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
232,"The following given embeddings correspond to ""standing"": [[-23.006474, -37.47579], [-10.352333, -29.434671], [-51.593292, 5.3954015]], and the following given embeddings correspond to ""stair up"": [[22.468227, 18.197124], [14.295957, 38.26147], [32.82308, -5.484282]]; classify the embedding [13.591949,6.324806] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""Stair up"""
233,"The following given embeddings correspond to ""standing"": [[-11.52501, -16.519022], [-12.598958, -35.524036], [-26.198418, -39.30225]], and the following given embeddings correspond to ""stair up"": [[27.269764, 3.8782601], [33.702686, 11.729437], [13.555811, 16.898247]]; classify the embedding [16.596973,26.183455] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
234,"The following given embeddings correspond to ""standing"": [[5.1252728, 3.417234], [4.293173, 4.279511], [-40.386112, -39.175175]], and the following given embeddings correspond to ""stair up"": [[3.5114367, 20.462387], [-35.282333, 35.167038], [8.733892, 7.6905704]]; classify the embedding [4.9716225,18.156757] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
235,"The following given embeddings correspond to ""standing"": [[-19.804579, -37.012623], [-30.045334, 19.062634], [-32.988213, -34.979237]], and the following given embeddings correspond to ""stair up"": [[18.31784, 37.463352], [14.485247, 38.847866], [17.311909, 3.9237585]]; classify the embedding [7.057265,-6.6389728] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,standing
236,"The following given embeddings correspond to ""standing"": [[-35.662243, -38.528458], [-21.74448, 31.736048], [-52.34581, 25.477982]], and the following given embeddings correspond to ""stair up"": [[6.565593, -20.334679], [13.486004, -15.826681], [34.04075, -12.050467]]; classify the embedding [11.503028,1.5510535] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""Stair up"""
237,"The following given embeddings correspond to ""standing"": [[-26.198418, -39.30225], [-31.284178, -34.99345], [7.6528864, -21.294779]], and the following given embeddings correspond to ""stair up"": [[-35.282333, 35.167038], [20.648222, 32.28295], [35.7757, -4.892875]]; classify the embedding [27.573023,-0.33689743] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""Stair up"""
238,"The following given embeddings correspond to ""standing"": [[-41.63086, -38.30084], [-29.676823, 20.333502], [-32.948868, -39.628254]], and the following given embeddings correspond to ""stair up"": [[11.89773, -0.04030553], [3.0752075, 19.98676], [19.98892, -20.497347]]; classify the embedding [21.991917,19.063772] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
239,"The following given embeddings correspond to ""standing"": [[-15.070664, -30.747833], [-23.006474, -37.47579], [-19.402954, 28.543121]], and the following given embeddings correspond to ""stair up"": [[20.526766, -19.169275], [25.459555, -12.964027], [10.836582, -7.6723824]]; classify the embedding [19.326775,14.253089] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,standing
240,"The following given embeddings correspond to ""standing"": [[-38.240948, -38.02957], [-35.95818, -39.344147], [-12.68347, -36.345676]], and the following given embeddings correspond to ""stair up"": [[20.479557, 11.135391], [40.58735, -5.872638], [-14.24023, 28.9247]]; classify the embedding [3.0752075,19.98676] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
241,"The following given embeddings correspond to ""standing"": [[-24.451117, -35.511772], [3.017593, 4.3972626], [-25.073847, 20.740208]], and the following given embeddings correspond to ""stair up"": [[19.019701, 35.18033], [16.122005, -10.877829], [27.921022, 24.78631]]; classify the embedding [-52.12823,31.328081] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,standing
242,"The following given embeddings correspond to ""standing"": [[-23.978436, 23.699535], [-21.164354, 29.441824], [-20.687834, 30.383518]], and the following given embeddings correspond to ""stair up"": [[17.19334, -17.276665], [15.24543, -2.8088715], [17.476942, 3.713405]]; classify the embedding [25.539883,-3.1509593] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,"""stair up"""
243,"The following given embeddings correspond to ""standing"": [[-18.910822, 28.993162], [-19.172318, 31.74975], [-29.272154, -35.466084]], and the following given embeddings correspond to ""stair up"": [[17.794603, -6.79261], [11.89773, -0.04030553], [3.5114367, 20.462387]]; classify the embedding [44.02058,-1.5012693] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,stair up
244,"The following given embeddings correspond to ""standing"": [[-22.90062, 26.23827], [-19.804579, -37.012623], [-10.104916, -31.728168]], and the following given embeddings correspond to ""stair up"": [[27.573023, -0.33689743], [4.9360538, -16.988514], [46.542793, -9.172872]]; classify the embedding [3.6333954,3.6194084] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is cosine similarity. Answer in one word.",Stair up,standing
